-,24/05/2016,09:05:21,sith,172.30.100.185,,,DC++ 0.851,112.77 GiBs,A,0.005
-,24/05/2016,09:05:21,loll,172.30.105.252,,,DC++ 0.843,34.40 GiBs,P,0.005
-,24/05/2016,09:05:21,1730aaa,172.30.104.205,,,DC++ 0.851,0.00 KiBs,P,1
-,24/05/2016,09:05:21,dhoni,172.30.100.169,,,DC++ 0.825,105.84 GiBs,P,200000 KiB/s
-,24/05/2016,09:05:21,sam,172.30.135.147,,,DC++ 0.851,0.00 KiBs,A,0.005
-,24/05/2016,09:05:38,slvr,172.20.40.99,,,DC++ 0.851,25.74 GiBs,P,0.005
+,24/05/2016,09:07:25,sam,172.30.135.147,,,DC++ 0.851,0.00 KiBs,A,0.005
