+,03/10/2013,22:44:39,Rocky,172.30.136.251,,,DC++ 0.828,68.30 GiBs,P,0.005
+,03/10/2013,22:44:40,Mayank,172.30.121.113,,,DC++ 0.828,188.04 GiBs,P,0.005
+,03/10/2013,22:44:40,Adminis,172.30.101.195,,,DC++ 0.802,12.10 GiBs,P,1000
+,03/10/2013,22:44:40,DELL7,172.30.125.149,,,ApexDC++ 1.5.6,16.59 GiBs,P,0.1
+,03/10/2013,22:44:41,vardy,172.30.101.138,,,ApexDC++ 1.5.7,169.69 GiBs,P,0.1
+,03/10/2013,22:44:41,mikk,172.30.128.119,,,DC++ 0.802,21.36 GiBs,P,1000
+,03/10/2013,22:44:42,happyyy....,172.30.129.249,,,DC++ 0.828,17.33 GiBs,P,1000
+,03/10/2013,22:46:57,Death™,172.30.101.102,[5],,ApexDC++ 1.1.0,47.98 GiBs,A,0.005
